sex;age;race;marital-status;education;native-country;workclass;occupation;salary-class
Male;62;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;<=50K
Male;63;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;<=50K
Female;55;White;Divorced;Higher education;North America;Non-Government;Other;<=50K
Male;53;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
Male;60;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;<=50K
Male;52;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;<=50K
Female;65;White;Widowed;Secondary education;North America;Non-Government;Other;<=50K
Male;52;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;>50K
*;61;*;*;*;*;*;*;*
Female;63;White;Widowed;Higher education;North America;Non-Government;Other;<=50K
*;61;*;*;*;*;*;*;*
Female;69;White;Widowed;Secondary education;North America;Non-Government;Other;<=50K
Male;54;Black;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;<=50K
Male;68;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Male;53;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;>50K
Male;56;White;Divorced;Secondary education;North America;Non-Government;Other;<=50K
Male;61;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;<=50K
Female;70;White;Widowed;Secondary education;North America;Non-Government;Other;<=50K
Female;51;Black;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Male;57;White;Never-married;Higher education;North America;Non-Government;Technical;<=50K
Male;63;White;Married-civ-spouse;Secondary education;North America;Government;Nontechnical;<=50K
Male;51;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Male;52;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Male;63;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;>50K
Female;60;White;Divorced;Secondary education;North America;Non-Government;Technical;<=50K
Male;58;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
Male;54;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;<=50K
Male;59;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;<=50K
Male;58;White;Divorced;Higher education;North America;Non-Government;Nontechnical;<=50K
Male;62;Black;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
Male;60;White;Married-civ-spouse;Higher education;North America;Government;Technical;<=50K
Male;54;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
Male;54;Black;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
Female;52;White;Divorced;Secondary education;North America;Government;Other;<=50K
*;51;*;*;*;*;*;*;*
Male;58;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;>50K
Male;57;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
Male;54;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Male;54;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Female;67;White;Never-married;Secondary education;North America;Non-Government;Other;<=50K
Male;69;White;Married-civ-spouse;Secondary education;North America;Government;Other;<=50K
Female;54;White;Divorced;Higher education;Europe;Non-Government;Nontechnical;<=50K
*;57;*;*;*;*;*;*;*
Female;78;White;Never-married;Secondary education;North America;Non-Government;Technical;<=50K
Male;51;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
Female;58;Black;Divorced;Higher education;North America;Non-Government;Other;<=50K
Male;60;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
Male;55;White;Married-civ-spouse;Higher education;North America;Government;Technical;>50K
Female;66;White;Widowed;Secondary education;North America;Non-Government;Other;<=50K
Male;51;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;51;White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;>50K
Female;56;White;Widowed;Secondary education;North America;Non-Government;Nontechnical;<=50K
Male;68;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;>50K
Female;56;White;Never-married;Higher education;North America;Non-Government;Nontechnical;>50K
*;51;*;*;*;*;*;*;*
Male;52;White;Never-married;Higher education;North America;Non-Government;Technical;>50K
Male;56;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
Male;62;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;<=50K
Male;51;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;57;White;Divorced;Secondary education;North America;Non-Government;Other;<=50K
Female;60;White;Divorced;Higher education;North America;Non-Government;Technical;<=50K
Female;52;White;Widowed;Secondary education;North America;Non-Government;Other;<=50K
Male;55;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;<=50K
Female;56;White;Divorced;Secondary education;North America;Non-Government;Technical;<=50K
Male;61;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;>50K
Male;59;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;>50K
Male;62;White;Married-civ-spouse;Secondary education;North America;Government;Other;<=50K
Male;59;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
Female;68;Black;Divorced;Higher education;North America;Government;Other;<=50K
Male;54;White;Never-married;Secondary education;North America;Non-Government;Nontechnical;<=50K
Male;74;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
*;53;*;*;*;*;*;*;*
*;63;*;*;*;*;*;*;*
Female;59;White;Separated;Secondary education;North America;Non-Government;Other;<=50K
Male;52;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;53;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;>50K
*;67;*;*;*;*;*;*;*
Male;66;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;<=50K
Male;63;White;Divorced;Higher education;North America;Government;Technical;>50K
Male;56;White;Married-civ-spouse;Higher education;North America;Government;Other;>50K
Male;61;White;Married-spouse-absent;Secondary education;North America;Non-Government;Technical;<=50K
Male;53;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;>50K
Male;57;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
*;71;*;*;*;*;*;*;*
Male;59;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Female;58;White;Never-married;Higher education;North America;Government;Technical;<=50K
Male;51;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
Male;62;Black;Married-civ-spouse;Higher education;North America;Non-Government;Other;<=50K
Male;51;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;>50K
Female;57;White;Divorced;Higher education;North America;Non-Government;Other;<=50K
Female;57;White;Widowed;Secondary education;North America;Non-Government;Other;<=50K
*;60;*;*;*;*;*;*;*
Male;51;White;Never-married;Secondary education;North America;Non-Government;Other;<=50K
*;66;*;*;*;*;*;*;*
Male;54;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;>50K
Male;66;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;<=50K
Male;63;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;>50K
Male;51;White;Divorced;Higher education;North America;Non-Government;Nontechnical;>50K
Female;78;Black;Widowed;Secondary education;North America;Non-Government;Other;<=50K
*;52;*;*;*;*;*;*;*
Male;64;White;Divorced;Higher education;North America;Government;Technical;<=50K
Male;73;White;Widowed;Secondary education;North America;Non-Government;Technical;<=50K
Male;69;White;Never-married;Secondary education;North America;Non-Government;Other;<=50K
Male;55;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
Male;58;White;Never-married;Higher education;North America;Non-Government;Technical;<=50K
*;60;*;*;*;*;*;*;*
Male;57;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
Female;72;White;Widowed;Higher education;North America;Non-Government;Other;<=50K
Female;55;White;Widowed;Secondary education;North America;Non-Government;Nontechnical;<=50K
Male;51;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;>50K
Male;65;White;Divorced;Secondary education;North America;Non-Government;Technical;<=50K
Male;54;White;Married-civ-spouse;Higher education;North America;Non-Government;Other;>50K
Female;56;White;Widowed;Higher education;North America;Non-Government;Other;<=50K
*;57;*;*;*;*;*;*;*
Male;56;White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Female;57;White;Divorced;Secondary education;North America;Government;Other;<=50K
Male;61;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
Male;61;White;Divorced;Secondary education;North America;Non-Government;Other;<=50K
Male;52;White;Divorced;Secondary education;North America;Non-Government;Other;<=50K
Male;55;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;>50K
Male;51;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Female;63;White;Divorced;Secondary education;North America;Non-Government;Nontechnical;<=50K
Male;56;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
Female;51;White;Divorced;Secondary education;North America;Non-Government;Other;<=50K
Male;51;White;Married-civ-spouse;Secondary education;North America;Government;Other;>50K
Male;61;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;>50K
Male;56;White;Married-civ-spouse;Higher education;North America;Non-Government;Other;<=50K
Male;64;White;Separated;Higher education;North America;Non-Government;Other;<=50K
Male;57;White;Never-married;Secondary education;North America;Government;Other;<=50K
Male;59;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;63;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;>50K
Male;66;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
*;53;*;*;*;*;*;*;*
Male;54;White;Married-civ-spouse;Primary education;North America;Non-Government;Other;<=50K
Male;72;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
Female;55;White;Divorced;Secondary education;North America;Non-Government;Nontechnical;<=50K
Male;52;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Male;60;White;Married-civ-spouse;Higher education;North America;Government;Other;>50K
Male;55;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
Female;52;Black;Never-married;Secondary education;North America;Government;Other;<=50K
Male;56;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;67;White;Married-civ-spouse;Higher education;North America;Government;Other;<=50K
Male;55;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;53;White;Divorced;Higher education;North America;Non-Government;Nontechnical;<=50K
Male;57;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;<=50K
Male;54;White;Divorced;Secondary education;North America;Non-Government;Other;<=50K
Male;53;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;56;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Female;53;White;Divorced;Secondary education;North America;Non-Government;Other;<=50K
*;68;*;*;*;*;*;*;*
Male;64;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Female;53;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;>50K
Male;52;White;Divorced;Secondary education;North America;Non-Government;Other;<=50K
Female;77;White;Widowed;Higher education;North America;Non-Government;Other;<=50K
Male;63;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
Female;64;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;<=50K
Male;58;White;Never-married;Secondary education;North America;Non-Government;Other;<=50K
Male;51;White;Married-civ-spouse;Higher education;North America;Government;Other;>50K
Male;66;Black;Married-civ-spouse;Higher education;North America;Government;Nontechnical;>50K
Male;66;White;Married-civ-spouse;Secondary education;North America;Government;Technical;<=50K
Male;52;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;>50K
Male;54;White;Married-civ-spouse;Secondary education;North America;Government;Other;<=50K
Female;55;White;Divorced;Higher education;North America;Non-Government;Technical;>50K
Male;60;White;Married-civ-spouse;Higher education;North America;Non-Government;Other;>50K
Female;59;White;Widowed;Secondary education;North America;Non-Government;Other;<=50K
Female;62;White;Widowed;Higher education;North America;Non-Government;Other;<=50K
Female;69;White;Widowed;Higher education;North America;Non-Government;Other;<=50K
*;52;*;*;*;*;*;*;*
Male;53;White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;>50K
*;61;*;*;*;*;*;*;*
*;75;*;*;*;*;*;*;*
Male;55;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;>50K
Female;72;White;Separated;Higher education;North America;Non-Government;Other;<=50K
Male;58;White;Divorced;Secondary education;North America;Non-Government;Nontechnical;<=50K
*;62;*;*;*;*;*;*;*
Male;68;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;<=50K
Male;51;White;Married-civ-spouse;Primary education;North America;Non-Government;Technical;<=50K
*;53;*;*;*;*;*;*;*
Male;69;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;<=50K
Male;57;White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;>50K
Male;51;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
Female;58;White;Divorced;Higher education;North America;Non-Government;Technical;<=50K
Male;51;White;Divorced;Higher education;North America;Non-Government;Nontechnical;>50K
Male;52;White;Divorced;Secondary education;North America;Non-Government;Other;<=50K
Male;53;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;<=50K
Male;51;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Male;63;White;Divorced;Secondary education;North America;Non-Government;Other;<=50K
*;60;*;*;*;*;*;*;*
Male;53;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;>50K
Male;74;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;<=50K
Male;56;White;Never-married;Secondary education;North America;Non-Government;Technical;<=50K
Male;53;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;>50K
Female;61;Black;Widowed;Secondary education;North America;Non-Government;Other;<=50K
Male;67;White;Married-civ-spouse;Higher education;North America;Government;Other;>50K
Male;63;White;Married-civ-spouse;Higher education;North America;Government;Technical;>50K
Male;65;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Male;51;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;<=50K
Male;67;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;61;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
*;61;*;*;*;*;*;*;*
Female;63;White;Divorced;Secondary education;North America;Non-Government;Technical;<=50K
Male;65;White;Never-married;Secondary education;North America;Non-Government;Technical;<=50K
*;54;*;*;*;*;*;*;*
Male;52;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Male;51;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;>50K
Male;51;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
Male;61;White;Married-spouse-absent;Secondary education;North America;Non-Government;Technical;<=50K
Male;59;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Female;59;White;Divorced;Secondary education;North America;Non-Government;Nontechnical;<=50K
Female;54;White;Divorced;Secondary education;North America;Non-Government;Technical;<=50K
Male;53;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;<=50K
Male;74;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;>50K
Male;54;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;>50K
Female;76;White;Widowed;Higher education;North America;Government;Technical;<=50K
Male;61;White;Married-civ-spouse;Higher education;North America;Government;Technical;>50K
Female;60;Black;Widowed;Secondary education;North America;Non-Government;Other;<=50K
Female;55;White;Never-married;Higher education;North America;Government;Technical;<=50K
Male;64;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;<=50K
Male;57;White;Divorced;Higher education;North America;Non-Government;Technical;<=50K
Male;69;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Male;51;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
Female;62;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;52;White;Never-married;Secondary education;North America;Non-Government;Nontechnical;<=50K
Male;51;White;Married-civ-spouse;Higher education;North America;Non-Government;Other;<=50K
Male;58;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;<=50K
*;81;*;*;*;*;*;*;*
Male;53;White;Separated;Secondary education;North America;Non-Government;Technical;<=50K
Female;58;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Female;56;Black;Divorced;Secondary education;North America;Non-Government;Technical;<=50K
Male;65;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
Male;73;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Male;54;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
*;54;*;*;*;*;*;*;*
Female;51;Black;Divorced;Higher education;North America;Non-Government;Nontechnical;<=50K
Male;57;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;<=50K
Male;63;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Female;68;White;Divorced;Higher education;North America;Non-Government;Nontechnical;<=50K
Male;70;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;52;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
Male;54;White;Married-civ-spouse;Secondary education;North America;Government;Technical;>50K
*;61;*;*;*;*;*;*;*
Male;60;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;<=50K
Female;66;White;Divorced;Higher education;North America;Non-Government;Other;<=50K
Male;53;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
*;52;*;*;*;*;*;*;*
Male;60;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
Male;54;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;>50K
Female;55;White;Married-civ-spouse;Higher education;North America;Government;Technical;>50K
Male;84;White;Married-civ-spouse;Higher education;North America;Non-Government;Other;<=50K
Male;64;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;<=50K
Female;59;Black;Divorced;Secondary education;North America;Non-Government;Other;<=50K
Female;53;White;Widowed;Secondary education;North America;Non-Government;Nontechnical;<=50K
Male;57;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
*;65;*;*;*;*;*;*;*
Female;53;White;Divorced;Secondary education;North America;Non-Government;Other;<=50K
Male;61;White;Married-civ-spouse;Higher education;North America;Non-Government;Other;<=50K
Male;57;Asian-Pac-Islander;Married-civ-spouse;Higher education;Asia;Non-Government;Nontechnical;>50K
*;52;*;*;*;*;*;*;*
Male;59;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
Male;57;White;Married-civ-spouse;Higher education;North America;Non-Government;Other;>50K
Male;53;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
Male;58;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;>50K
Male;67;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Female;53;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;<=50K
Female;52;White;Married-civ-spouse;Higher education;North America;Non-Government;Other;>50K
Female;54;White;Divorced;Secondary education;North America;Non-Government;Other;<=50K
Female;76;White;Widowed;Higher education;North America;Non-Government;Technical;<=50K
*;58;*;*;*;*;*;*;*
Female;71;White;Never-married;Higher education;North America;Non-Government;Other;<=50K
Male;62;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;>50K
Male;57;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;<=50K
Female;57;White;Divorced;Higher education;North America;Government;Technical;<=50K
Male;57;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
*;62;*;*;*;*;*;*;*
*;64;*;*;*;*;*;*;*
Male;61;White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;>50K
*;53;*;*;*;*;*;*;*
Female;78;White;Widowed;Secondary education;North America;Non-Government;Nontechnical;<=50K
Male;55;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
*;58;*;*;*;*;*;*;*
Male;54;White;Never-married;Secondary education;North America;Non-Government;Other;<=50K
Male;51;White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;>50K
Female;52;White;Never-married;Higher education;North America;Government;Technical;<=50K
Male;51;White;Married-civ-spouse;Secondary education;North America;Government;Technical;<=50K
*;53;*;*;*;*;*;*;*
Male;55;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;<=50K
Male;56;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
Female;52;White;Separated;Higher education;North America;Non-Government;Other;<=50K
Male;64;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
Male;53;White;Married-civ-spouse;Higher education;North America;Non-Government;Other;<=50K
Female;55;White;Divorced;Higher education;North America;Non-Government;Technical;<=50K
Female;52;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Female;51;White;Divorced;Secondary education;North America;Non-Government;Other;<=50K
Male;51;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;>50K
Male;61;White;Married-civ-spouse;Higher education;Europe;Non-Government;Nontechnical;>50K
*;60;*;*;*;*;*;*;*
Male;76;White;Married-civ-spouse;Secondary education;North America;Government;Other;<=50K
Female;65;White;Widowed;Higher education;North America;Non-Government;Other;<=50K
Female;52;White;Widowed;Secondary education;North America;Non-Government;Technical;<=50K
*;74;*;*;*;*;*;*;*
Male;65;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Female;55;White;Separated;Higher education;North America;Non-Government;Nontechnical;<=50K
Male;56;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Male;53;White;Married-civ-spouse;Secondary education;North America;Government;Technical;<=50K
Male;60;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
Male;59;White;Married-civ-spouse;Secondary education;North America;Government;Technical;>50K
Male;55;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
Male;60;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Female;53;Black;Widowed;Secondary education;North America;Non-Government;Technical;<=50K
Female;61;White;Divorced;Secondary education;North America;Non-Government;Other;<=50K
Female;51;Black;Never-married;Secondary education;North America;Non-Government;Other;<=50K
Male;53;White;Never-married;Secondary education;North America;Non-Government;Other;<=50K
Male;52;White;Married-civ-spouse;Higher education;North America;Government;Technical;>50K
Male;74;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
*;90;*;*;*;*;*;*;*
Male;64;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Male;53;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
*;57;*;*;*;*;*;*;*
Male;65;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Female;52;Black;Never-married;Secondary education;North America;Non-Government;Other;<=50K
*;51;*;*;*;*;*;*;*
Male;59;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Male;53;White;Never-married;Higher education;North America;Non-Government;Nontechnical;>50K
Male;52;White;Married-civ-spouse;Secondary education;North America;Government;Nontechnical;>50K
Female;54;White;Divorced;Higher education;North America;Government;Other;<=50K
Female;51;White;Divorced;Higher education;North America;Non-Government;Nontechnical;<=50K
Male;52;White;Married-civ-spouse;Higher education;North America;Government;Other;<=50K
Male;58;Black;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Female;61;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;>50K
Female;52;Black;Separated;Secondary education;North America;Non-Government;Other;<=50K
Female;57;White;Divorced;Higher education;North America;Non-Government;Nontechnical;<=50K
Male;62;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
Female;64;White;Widowed;Higher education;North America;Non-Government;Other;<=50K
Male;51;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;<=50K
Male;63;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;<=50K
Male;59;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
Male;51;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;<=50K
Male;61;White;Married-civ-spouse;Higher education;North America;Government;Other;>50K
Male;53;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;<=50K
Male;51;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;>50K
Male;51;White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;>50K
Male;56;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;<=50K
*;73;*;*;*;*;*;*;*
Female;64;White;Widowed;Secondary education;North America;Non-Government;Other;<=50K
Male;64;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
*;73;*;*;*;*;*;*;*
*;56;*;*;*;*;*;*;*
Male;52;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
Female;52;White;Divorced;Higher education;North America;Non-Government;Other;<=50K
Male;53;White;Divorced;Secondary education;North America;Non-Government;Other;<=50K
Female;53;Black;Widowed;Secondary education;North America;Non-Government;Other;<=50K
Male;52;White;Divorced;Higher education;North America;Non-Government;Technical;>50K
*;78;*;*;*;*;*;*;*
Female;63;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
*;52;*;*;*;*;*;*;*
Male;52;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
Male;60;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;<=50K
*;58;*;*;*;*;*;*;*
*;73;*;*;*;*;*;*;*
*;69;*;*;*;*;*;*;*
Male;58;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;>50K
Male;61;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
Male;51;White;Married-civ-spouse;Higher education;North America;Government;Technical;>50K
Male;61;White;Never-married;Higher education;North America;Non-Government;Technical;<=50K
Male;69;White;Married-civ-spouse;Secondary education;North America;Government;Other;<=50K
Female;75;White;Widowed;Secondary education;North America;Non-Government;Other;<=50K
Female;57;White;Widowed;Secondary education;North America;Non-Government;Other;<=50K
Male;70;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;<=50K
Female;70;White;Widowed;Secondary education;North America;Government;Other;<=50K
Female;53;White;Divorced;Higher education;North America;Government;Technical;<=50K
Female;63;White;Widowed;Secondary education;North America;Non-Government;Technical;<=50K
Female;59;White;Divorced;Secondary education;North America;Non-Government;Other;<=50K
*;72;*;*;*;*;*;*;*
Male;54;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Male;67;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;58;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
Male;78;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;52;White;Never-married;Higher education;North America;Non-Government;Technical;<=50K
Female;69;White;Widowed;Higher education;North America;Non-Government;Other;<=50K
Female;52;Black;Divorced;Secondary education;North America;Non-Government;Other;<=50K
Male;64;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Female;84;White;Widowed;Secondary education;North America;Non-Government;Other;<=50K
Male;66;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;61;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Male;54;White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;>50K
Male;54;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;90;White;Married-civ-spouse;Secondary education;North America;Government;Other;<=50K
Female;57;White;Divorced;Secondary education;North America;Government;Other;<=50K
*;54;*;*;*;*;*;*;*
Male;61;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
